35.4877657,33.8957844
35.4875699,33.895328
35.487543,33.8950787
35.4875779,33.8943751
35.4875994,33.8936627
35.4872453,33.8930749
35.4862905,33.8925049
35.486151,33.8923535
35.4854,33.8918013
35.484724,33.8913204
35.4842842,33.8908306
35.4842412,33.8903764
35.4845631,33.8901181
35.4857004,33.8902784
35.4866552,33.8903675
35.4876637,33.8901894
35.4888332,33.8899222
35.4899704,33.889842
35.4923415,33.8893967
35.4944658,33.8891206
35.4942727,33.8888
35.4941976,33.888417
35.4940635,33.887798
35.4935217,33.8867159
35.4921162,33.8840618
35.4921162,33.8840618
35.4907751,33.8814966
35.4903889,33.8806415
35.4940796,33.8796083
35.4953671,33.8792164
35.4951096,33.8755109
35.4965258,33.8741925
35.4990578,33.8722684
35.5007744,33.8709144
35.5037785,33.8698811
35.5028343,33.8666384
35.5029845,33.866674
35.5057311,33.866585
35.5054307,33.8661039
35.5056882,33.8653912
35.5063105,33.8653734
35.5066967,33.865997
35.5071688,33.866585
35.50807,33.8671373
35.5092716,33.8677609
35.5095935,33.8677431
35.5090141,33.8667988
35.5086923,33.8656941
35.5092716,33.8644291
35.510087,33.8627364
35.5109668,33.8609011
35.5116105,33.859636
35.510602,33.8592796
35.5089498,33.8591193
35.5067611,33.8588876
35.5061817,33.8589589
35.5065465,33.8549674
35.5071259,33.8526063
